date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:19:55	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2212d68-5bc4c7ba-d2e3b8f1f29b0227;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.woff2?v=4.7.0	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff2	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
13:20:00	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2217ee8-5bc4c7ba-62115d0437264f9c;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.woff?v=4.7.0	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.woff	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
13:20:04	447050/447050	---M-Z	200	added ('OK')	image/svg+xml	etag:%226d24a-5bc4c7bc-8d754c8f6c36f4ad;gz%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.svg?v=4.7.0	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.svg	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
13:20:06	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5bc4c7ba-1f795a30b13cb8de;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?v=4.7.0	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.eot	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
13:20:06	1237/1237	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2003%20Jan%202021%2007:50:04%20GMT	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/plugins/css/owl.video.play.png	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/plugins/css/owl.video.play.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/plugins/css/owl.css)
13:20:10	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%222876e-5bc4c7ba-1f795a30b13cb8de;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.eot?	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfontd41d.eot	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
13:20:15	38359/38359	---M--	200	added ('OK')	image/png	etag:%2295d7-5c5053f6-c66b615f359be627;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/footer-bg.png	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/footer-bg.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:20:20	48876/48876	---M--	200	added ('OK')	image/jpeg	etag:%22beec-5c5053f6-4623a86536091a17;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/extra-feature-bg.jpg	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/extra-feature-bg.jpg	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:20:20	22145/22145	---M--	200	added ('OK')	image/png	etag:%225681-5c5053f8-a5963b2497f80f0d;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/map-color-overlay.png	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/map-color-overlay.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:20:25	13131/13131	---M--	200	added ('OK')	image/png	etag:%22334b-5c5053f8-a0700a5c62d88ff1;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/header-bg-2.png	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/header-bg-2.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:20:25	3208/3208	---M--	200	added ('OK')	image/gif	etag:%22c88-5e178a42-b4010d396ac1acc4;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/slider/status.gif	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/slider/status.gif	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:20:26	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%22286ac-5bc4c7ba-e295bcc2fc189ba;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont.ttf?v=4.7.0	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/fonts/fontawesome-webfont3e6e.ttf	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/icons/font-awesome-4.7.0/css/font-awesome.min.css)
13:20:28	2411/2411	---M--	200	added ('OK')	image/jpeg	etag:%2296b-5c5053f6-bff6b96b3f5215a2;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/b-author.jpg	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/b-author.jpg	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/blog-single.html)
13:20:29	111/111	---M-Z	200	added ('OK')	text/plain	date:Thu,%2019%20Sep%202019%2008:15:00%20GMT	http://maps.googleapis.com/robots.txt		(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-two.html)
13:20:32	136741/136741	---M--	200	added ('OK')	image/jpeg	etag:%2221625-5c5053f8-bf2bd14b396260ec;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/home-bg-img.jpg	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/home-bg-img.jpg	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/css/styles.css)
13:20:42	90677/90677	---M--	200	added ('OK')	image/png	etag:%2216235-5bd08f8a-368f4ef93a4b5468;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/ab-img.png	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/ab-img.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-two.html)
13:20:46	148586/148586	---M--	200	added ('OK')	image/png	etag:%222446a-5bddb93e-3dbc108a097b306e;;;%22	http://cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/portfolio/g6.png	/Users/ashan/websites/Resume/cvresumetemplate.com/maha-personal-cv-resume-html-template/assets/images/portfolio/g6.png	(from http://cvresumetemplate.com/maha-personal-cv-resume-html-template/home-two.html)
